graph number,cube0_cluster0,cube0_cluster1,cube1_cluster0,cube1_cluster1,cube2_cluster0,cube2_cluster1,cube3_cluster0,cube3_cluster1,Graph Label
13906,3,9,14,3,9,3,10,7,tensor([[0]])
13907,0,10,10,8,10,0,3,15,tensor([[0]])
13908,0,6,7,9,6,0,2,14,tensor([[0]])
13909,0,10,10,6,10,0,2,14,tensor([[0]])
13910,0,12,12,3,12,0,1,14,tensor([[0]])
13911,0,10,11,8,10,0,4,15,tensor([[0]])
13912,0,17,17,9,17,0,7,19,tensor([[0]])
13913,1,9,10,9,9,1,5,14,tensor([[0]])
13914,0,11,11,4,11,0,4,11,tensor([[0]])
13915,3,7,10,3,7,3,10,3,tensor([[0]])
13916,4,8,12,2,8,4,10,4,tensor([[0]])
13917,5,11,16,3,11,5,8,11,tensor([[0]])
13918,3,7,10,2,7,3,3,9,tensor([[0]])
13919,0,14,14,11,14,0,8,17,tensor([[0]])
13920,3,16,19,3,16,3,5,17,tensor([[0]])
13921,1,48,49,42,48,1,18,73,tensor([[0]])
13922,2,7,9,4,7,2,8,5,tensor([[0]])
13923,4,10,16,3,10,4,11,8,tensor([[0]])
13924,1,16,17,6,16,1,2,21,tensor([[0]])
13925,4,21,25,4,21,4,17,12,tensor([[0]])
13926,0,9,9,11,9,0,5,15,tensor([[0]])
13927,5,15,21,10,15,5,14,17,tensor([[0]])
13928,0,18,18,7,18,0,4,21,tensor([[0]])
13929,0,8,8,4,8,0,2,10,tensor([[0]])
13930,0,5,5,8,5,0,3,10,tensor([[0]])
13931,0,15,15,4,15,0,3,16,tensor([[0]])
13932,4,3,7,3,3,4,8,2,tensor([[0]])
13933,0,13,14,3,13,0,5,12,tensor([[0]])
13934,2,9,11,3,9,2,5,9,tensor([[0]])
13935,1,10,11,6,10,1,4,13,tensor([[0]])
13936,0,8,8,8,8,0,6,10,tensor([[0]])
13937,7,10,17,3,10,7,9,11,tensor([[0]])
13938,1,10,11,5,10,1,5,11,tensor([[0]])
13939,5,11,20,7,11,5,9,18,tensor([[0]])
13940,0,11,13,7,11,0,3,17,tensor([[0]])
13941,2,7,9,6,7,2,5,10,tensor([[0]])
13942,1,8,10,1,8,1,3,8,tensor([[0]])
13943,13,17,32,4,17,13,31,5,tensor([[0]])
13944,15,21,38,10,21,15,33,15,tensor([[0]])
13945,13,16,31,5,16,13,28,8,tensor([[0]])
13946,16,19,37,8,19,16,33,12,tensor([[0]])
13947,15,16,32,5,16,15,30,7,tensor([[0]])
13948,4,11,15,19,11,4,20,14,tensor([[0]])
13949,11,11,22,1,11,11,18,5,tensor([[0]])
13950,7,8,15,6,8,7,15,6,tensor([[0]])
13951,4,13,17,2,13,4,15,4,tensor([[0]])
13952,2,10,12,6,10,2,12,6,tensor([[0]])
13953,3,9,12,11,9,3,12,11,tensor([[0]])
13954,9,5,14,7,5,9,13,8,tensor([[0]])
13955,5,8,14,6,8,5,15,5,tensor([[0]])
13956,6,7,13,6,7,6,14,5,tensor([[0]])
13957,6,8,14,5,8,6,15,4,tensor([[0]])
13958,0,5,5,4,5,0,3,6,tensor([[0]])
13959,2,2,4,7,2,2,7,4,tensor([[0]])
13960,0,3,3,9,3,0,7,5,tensor([[0]])
13961,0,5,5,5,5,0,9,1,tensor([[0]])
13962,4,15,19,7,15,4,7,19,tensor([[0]])
13963,20,7,27,7,7,20,29,5,tensor([[0]])
13964,16,12,28,3,12,16,28,3,tensor([[0]])
13965,9,11,23,8,11,9,21,10,tensor([[0]])
13966,2,9,13,6,9,2,10,9,tensor([[1]])
13967,2,10,14,5,10,2,11,8,tensor([[0]])
13968,6,6,13,6,6,6,12,7,tensor([[0]])
13969,11,8,20,7,8,11,18,9,tensor([[0]])
13970,9,7,16,10,7,9,19,7,tensor([[0]])
13971,6,7,13,4,7,6,15,2,tensor([[0]])
13972,6,7,13,6,7,6,15,4,tensor([[0]])
13973,6,7,13,9,7,6,14,8,tensor([[0]])
13974,6,12,18,3,12,6,7,14,tensor([[0]])
13975,5,13,18,3,13,5,7,14,tensor([[0]])
13976,10,9,19,3,9,10,12,10,tensor([[0]])
13977,2,17,19,4,17,2,10,13,tensor([[0]])
13978,3,12,18,4,12,3,13,9,tensor([[0]])
13979,4,13,20,4,13,4,14,10,tensor([[0]])
13980,0,8,9,4,8,0,7,6,tensor([[0]])
13981,0,8,9,8,8,0,9,8,tensor([[0]])
13982,4,13,19,4,13,4,11,12,tensor([[0]])
13983,0,6,6,6,6,0,10,2,tensor([[0]])
13984,1,6,7,5,6,1,10,2,tensor([[0]])
13985,1,7,10,6,7,1,10,6,tensor([[0]])
13986,19,14,33,12,14,19,33,12,tensor([[0]])
13987,14,10,24,16,10,14,27,13,tensor([[0]])
13988,6,8,14,5,8,6,16,3,tensor([[0]])
13989,10,9,19,4,9,10,20,3,tensor([[0]])
13990,3,29,32,18,29,3,20,30,tensor([[0]])
13991,5,12,17,4,12,5,12,9,tensor([[0]])
13992,10,16,27,3,16,10,24,6,tensor([[0]])
13993,2,15,17,7,15,2,6,18,tensor([[0]])
13994,3,15,18,7,15,3,8,17,tensor([[0]])
13995,4,19,23,3,19,4,17,9,tensor([[0]])
13996,7,14,21,5,14,7,20,6,tensor([[0]])
13997,2,22,24,2,22,2,18,8,tensor([[0]])
13998,6,13,19,5,13,6,16,8,tensor([[0]])
13999,5,15,20,7,15,5,18,9,tensor([[0]])
14000,6,17,23,4,17,6,22,5,tensor([[0]])
14001,12,7,19,4,7,12,19,4,tensor([[0]])
14002,10,7,17,11,7,10,19,9,tensor([[0]])
14003,9,10,19,3,10,9,16,6,tensor([[0]])
14004,1,18,19,6,18,1,14,11,tensor([[1]])
14005,3,11,14,6,11,3,10,10,tensor([[0]])
14006,0,14,14,4,14,0,4,14,tensor([[0]])
14007,7,18,25,6,18,7,15,16,tensor([[0]])
14008,10,4,14,7,4,10,14,7,tensor([[0]])
14009,9,5,14,4,5,9,14,4,tensor([[0]])
14010,10,4,14,5,4,10,13,6,tensor([[0]])
14011,10,4,14,5,4,10,13,6,tensor([[0]])
14012,10,4,14,5,4,10,15,4,tensor([[1]])
14013,10,4,14,5,4,10,15,4,tensor([[0]])
14014,10,3,13,3,3,10,13,3,tensor([[0]])
14015,5,2,7,6,2,5,7,6,tensor([[0]])
14016,10,4,14,5,4,10,13,6,tensor([[1]])
14017,9,5,14,6,5,9,14,6,tensor([[1]])
14018,9,5,14,6,5,9,14,6,tensor([[0]])
14019,14,6,20,5,6,14,20,5,tensor([[0]])
14020,10,5,15,4,5,10,14,5,tensor([[0]])
14021,1,13,17,7,13,1,9,15,tensor([[0]])
14022,5,3,8,7,3,5,8,7,tensor([[0]])
14023,5,3,8,7,3,5,8,7,tensor([[0]])
14024,5,4,9,9,4,5,9,9,tensor([[0]])
14025,5,4,9,9,4,5,9,9,tensor([[0]])
14026,5,4,9,9,4,5,9,9,tensor([[0]])
14027,4,5,9,7,5,4,8,8,tensor([[0]])
14028,3,8,11,14,8,3,10,15,tensor([[0]])
14029,4,4,8,8,4,4,8,8,tensor([[0]])
14030,4,5,9,7,5,4,8,8,tensor([[0]])
14031,6,14,20,14,14,6,18,16,tensor([[0]])
14032,4,7,11,9,7,4,9,11,tensor([[0]])
14033,8,7,15,10,7,8,14,11,tensor([[0]])
14034,4,4,8,8,4,4,8,8,tensor([[0]])
14035,13,8,21,6,8,13,20,7,tensor([[0]])
14036,9,6,15,8,6,9,15,8,tensor([[0]])
14037,9,7,16,6,7,9,14,8,tensor([[0]])
14038,4,3,7,9,3,4,9,7,tensor([[0]])
14039,9,9,18,6,9,9,14,10,tensor([[0]])
14040,4,5,9,8,5,4,9,8,tensor([[0]])
14041,4,9,13,10,9,4,14,9,tensor([[0]])
14042,4,8,12,7,8,4,6,13,tensor([[0]])
14043,4,6,10,4,6,4,4,10,tensor([[0]])
14044,2,5,7,7,5,2,5,9,tensor([[0]])
14045,4,7,11,12,7,4,6,17,tensor([[0]])
14046,5,8,13,6,8,5,13,6,tensor([[0]])
14047,5,8,13,7,8,5,14,6,tensor([[0]])
14048,6,8,14,7,8,6,14,7,tensor([[0]])
14049,12,18,33,12,18,12,22,23,tensor([[0]])
14050,6,8,14,3,8,6,15,2,tensor([[0]])
14051,0,12,12,0,12,0,0,12,tensor([[0]])
14052,1,8,9,4,8,1,1,12,tensor([[0]])
14053,18,13,31,4,13,18,22,13,tensor([[0]])
14054,1,5,6,9,5,1,4,11,tensor([[0]])
14055,1,8,9,9,8,1,5,13,tensor([[0]])
14056,7,14,22,13,14,7,23,12,tensor([[0]])
14057,11,16,28,6,16,11,24,10,tensor([[0]])
14058,10,21,32,10,21,10,15,27,tensor([[0]])
14059,0,7,7,8,7,0,13,2,tensor([[0]])
14060,9,12,22,2,12,9,16,8,tensor([[0]])
14061,9,11,20,3,11,9,15,8,tensor([[0]])
14062,13,13,26,5,13,13,22,9,tensor([[0]])
14063,8,12,20,4,12,8,16,8,tensor([[0]])
14064,4,12,16,3,12,4,9,10,tensor([[0]])
14065,4,16,20,3,16,4,9,14,tensor([[0]])
14066,4,13,18,5,13,4,11,12,tensor([[0]])
14067,4,13,18,8,13,4,12,14,tensor([[0]])
14068,4,8,12,4,8,4,9,7,tensor([[0]])
14069,1,7,8,4,7,1,5,7,tensor([[0]])
14070,4,8,12,4,8,4,9,7,tensor([[0]])
14071,9,12,21,4,12,9,15,10,tensor([[0]])
14072,9,13,23,6,13,9,17,12,tensor([[0]])
14073,9,16,26,6,16,9,18,14,tensor([[0]])
14074,14,61,75,75,61,14,45,105,tensor([[0]])
14075,7,7,15,5,7,7,13,7,tensor([[1]])
14076,9,10,19,13,10,9,25,7,tensor([[1]])
14077,6,7,13,9,7,6,16,6,tensor([[0]])
14078,4,3,7,4,3,4,8,3,tensor([[0]])
14079,7,5,12,5,5,7,8,9,tensor([[0]])
14080,4,9,13,8,9,4,9,12,tensor([[0]])
14081,4,8,13,5,8,4,11,7,tensor([[0]])
14082,14,8,22,4,8,14,26,0,tensor([[0]])
14083,10,3,13,14,3,10,18,9,tensor([[0]])
14084,5,9,14,4,9,5,13,5,tensor([[0]])
14085,6,20,26,8,20,6,12,22,tensor([[0]])
14086,5,10,17,5,10,5,16,6,tensor([[0]])
14087,5,6,11,7,6,5,15,3,tensor([[0]])
14088,5,5,10,6,5,5,15,1,tensor([[0]])
14089,5,6,11,5,6,5,14,2,tensor([[0]])
14090,4,13,18,6,13,4,11,13,tensor([[0]])
14091,1,4,5,6,4,1,3,8,tensor([[0]])
14092,10,3,13,11,3,10,19,5,tensor([[0]])
14093,6,5,11,4,5,6,14,1,tensor([[0]])
14094,0,11,11,9,11,0,8,12,tensor([[0]])
14095,5,9,15,5,9,5,11,9,tensor([[0]])
14096,5,13,18,3,13,5,14,7,tensor([[0]])
14097,6,14,20,4,14,6,10,14,tensor([[0]])
14098,12,8,21,9,8,12,23,7,tensor([[0]])
14099,2,3,5,5,3,2,3,7,tensor([[0]])
14100,2,22,26,2,22,2,4,24,tensor([[0]])
14101,1,11,14,7,11,1,3,18,tensor([[0]])
14102,10,6,19,2,6,10,17,4,tensor([[0]])
14103,5,7,12,10,7,5,10,12,tensor([[0]])
14104,0,36,36,6,36,0,18,24,tensor([[0]])
14105,8,20,28,5,20,8,18,15,tensor([[0]])
14106,14,9,24,1,9,14,22,3,tensor([[0]])
14107,12,77,89,7,77,12,42,54,tensor([[0]])
14108,10,9,19,5,9,10,16,8,tensor([[0]])
14109,0,11,11,13,11,0,12,12,tensor([[0]])
14110,0,13,13,14,13,0,12,15,tensor([[0]])
14111,1,19,20,10,19,1,12,18,tensor([[0]])
14112,1,21,22,12,21,1,13,21,tensor([[0]])
14113,3,18,21,12,18,3,12,21,tensor([[0]])
14114,3,18,22,13,18,3,10,25,tensor([[0]])
14115,3,35,40,4,35,3,10,34,tensor([[0]])
14116,2,14,16,6,14,2,7,15,tensor([[0]])
14117,9,12,22,6,12,9,18,10,tensor([[0]])
14118,4,23,27,5,23,4,12,20,tensor([[0]])
14119,3,24,27,8,24,3,13,22,tensor([[0]])
14120,10,5,15,3,5,10,14,4,tensor([[0]])
14121,5,12,17,3,12,5,7,13,tensor([[0]])
14122,3,16,19,5,16,3,11,13,tensor([[0]])
14123,3,15,18,5,15,3,7,16,tensor([[0]])
14124,4,14,18,4,14,4,9,13,tensor([[0]])
14125,4,13,17,5,13,4,9,13,tensor([[0]])
14126,8,9,18,2,9,8,16,4,tensor([[0]])
14127,2,11,13,10,11,2,12,11,tensor([[0]])
14128,2,12,14,10,12,2,12,12,tensor([[0]])
14129,2,14,16,10,14,2,12,14,tensor([[0]])
14130,2,17,19,9,17,2,12,16,tensor([[0]])
14131,10,13,24,3,13,10,22,5,tensor([[0]])
14132,5,6,11,2,6,5,8,5,tensor([[0]])
14133,9,10,19,5,10,9,15,9,tensor([[0]])
14134,9,10,19,5,10,9,15,9,tensor([[0]])
14135,8,11,19,6,11,8,16,9,tensor([[0]])
14136,5,7,12,2,7,5,8,6,tensor([[0]])
14137,9,10,19,5,10,9,15,9,tensor([[0]])
14138,9,11,20,5,11,9,16,9,tensor([[0]])
14139,3,9,12,4,9,3,8,8,tensor([[0]])
14140,4,8,12,3,8,4,8,7,tensor([[0]])
14141,4,9,13,3,9,4,9,7,tensor([[0]])
14142,4,8,12,4,8,4,10,6,tensor([[0]])
14143,3,10,13,4,10,3,8,9,tensor([[0]])
14144,0,15,15,4,15,0,3,16,tensor([[0]])
14145,10,11,21,5,11,10,16,10,tensor([[0]])
14146,14,9,23,8,9,14,20,11,tensor([[0]])
14147,5,12,17,4,12,5,8,13,tensor([[0]])
14148,1,15,16,2,15,1,2,16,tensor([[0]])
14149,8,10,18,6,10,8,15,9,tensor([[0]])
14150,9,9,18,5,9,9,15,8,tensor([[0]])
14151,5,7,12,3,7,5,8,7,tensor([[0]])
14152,4,13,17,5,13,4,8,14,tensor([[0]])
14153,0,9,9,3,9,0,2,10,tensor([[0]])
14154,10,6,16,4,6,10,15,5,tensor([[0]])
14155,10,9,19,6,9,10,16,9,tensor([[0]])
14156,10,9,19,3,9,10,15,7,tensor([[0]])
14157,9,9,18,5,9,9,15,8,tensor([[0]])
14158,5,8,13,5,8,5,8,10,tensor([[0]])
14159,3,14,17,6,14,3,8,15,tensor([[0]])
14160,9,11,20,4,11,9,16,8,tensor([[0]])
14161,4,14,18,4,14,4,8,14,tensor([[0]])
14162,4,15,19,4,15,4,9,14,tensor([[0]])
14163,4,8,13,4,8,4,11,6,tensor([[0]])
14164,10,5,15,4,5,10,16,3,tensor([[0]])
14165,4,8,12,4,8,4,14,2,tensor([[0]])
14166,9,7,17,5,7,9,19,3,tensor([[0]])
14167,9,7,16,6,7,9,18,4,tensor([[0]])
14168,3,6,9,6,6,3,7,8,tensor([[0]])
14169,2,13,16,7,13,2,12,11,tensor([[0]])
14170,1,18,19,13,18,1,9,23,tensor([[0]])
14171,6,19,25,5,19,6,11,19,tensor([[0]])
14172,4,21,27,10,21,4,13,24,tensor([[0]])
14173,8,19,27,5,19,8,14,18,tensor([[0]])
14174,8,15,23,5,15,8,16,12,tensor([[0]])
14175,23,15,38,1,15,23,27,12,tensor([[0]])
14176,0,14,19,4,14,0,1,22,tensor([[0]])
14177,0,13,18,5,13,0,1,22,tensor([[0]])
14178,8,10,18,6,10,8,14,10,tensor([[0]])
14179,8,6,14,6,6,8,14,6,tensor([[0]])
14180,8,9,17,5,9,8,14,8,tensor([[0]])
14181,8,10,18,6,10,8,15,9,tensor([[0]])
14182,8,12,20,6,12,8,15,11,tensor([[0]])
14183,8,5,13,7,5,8,12,8,tensor([[0]])
14184,8,13,21,6,13,8,14,13,tensor([[0]])
14185,8,6,14,8,6,8,12,10,tensor([[0]])
14186,8,6,14,8,6,8,12,10,tensor([[0]])
14187,6,9,15,4,9,6,15,4,tensor([[0]])
14188,7,8,16,3,8,7,16,3,tensor([[0]])
14189,22,22,44,10,22,22,44,10,tensor([[0]])
14190,4,9,13,3,9,4,10,6,tensor([[0]])
14191,4,9,13,4,9,4,9,8,tensor([[0]])
14192,4,9,13,3,9,4,10,6,tensor([[0]])
14193,4,11,15,5,11,4,10,10,tensor([[0]])
14194,4,8,13,4,8,4,12,5,tensor([[0]])
14195,10,9,19,10,9,10,20,9,tensor([[0]])
14196,14,7,23,3,7,14,25,1,tensor([[0]])
14197,8,5,15,5,5,8,17,3,tensor([[0]])
14198,14,6,20,8,6,14,22,6,tensor([[0]])
14199,14,9,23,5,9,14,26,2,tensor([[0]])
14200,21,10,31,8,10,21,34,5,tensor([[0]])
14201,14,7,21,11,7,14,24,8,tensor([[0]])
14202,1,3,4,5,3,1,3,6,tensor([[0]])
14203,1,3,5,5,3,1,4,6,tensor([[0]])
14204,1,3,4,6,3,1,3,7,tensor([[0]])
14205,0,10,10,11,10,0,8,13,tensor([[0]])
14206,4,32,36,4,32,4,30,10,tensor([[0]])
14207,8,20,28,11,20,8,28,11,tensor([[0]])
14208,10,25,35,8,25,10,26,17,tensor([[0]])
14209,10,36,46,14,36,10,31,29,tensor([[0]])
14210,10,29,39,6,29,10,26,19,tensor([[0]])
14211,10,24,34,7,24,10,26,15,tensor([[0]])
14212,10,28,38,5,28,10,27,16,tensor([[0]])
14213,5,8,13,6,8,5,15,4,tensor([[0]])
14214,4,11,15,6,11,4,15,6,tensor([[0]])
14215,4,13,17,5,13,4,17,5,tensor([[0]])
14216,4,10,14,5,10,4,16,3,tensor([[0]])
14217,4,6,10,8,6,4,10,8,tensor([[0]])
14218,4,7,11,7,7,4,12,6,tensor([[0]])
14219,6,11,17,6,11,6,18,5,tensor([[0]])
14220,6,11,17,8,11,6,18,7,tensor([[0]])
14221,6,12,18,5,12,6,17,6,tensor([[0]])
14222,6,12,18,5,12,6,17,6,tensor([[0]])
14223,5,14,19,5,14,5,17,7,tensor([[0]])
14224,4,19,23,5,19,4,20,8,tensor([[0]])
14225,6,11,17,6,11,6,17,6,tensor([[0]])
14226,7,13,20,4,13,7,17,7,tensor([[0]])
14227,6,13,19,5,13,6,18,6,tensor([[0]])
14228,6,13,19,5,13,6,18,6,tensor([[0]])
14229,5,10,15,6,10,5,16,5,tensor([[0]])
14230,6,11,17,8,11,6,17,8,tensor([[0]])
14231,1,9,10,5,9,1,9,6,tensor([[0]])
14232,6,10,17,5,10,6,15,7,tensor([[0]])
14233,5,13,18,4,13,5,13,9,tensor([[0]])
14234,4,10,14,6,10,4,13,7,tensor([[0]])
14235,4,10,14,6,10,4,13,7,tensor([[0]])
14236,4,10,14,7,10,4,13,8,tensor([[0]])
14237,15,11,26,4,11,15,25,5,tensor([[0]])
14238,10,5,15,10,5,10,16,9,tensor([[0]])
14239,6,8,15,7,8,6,16,6,tensor([[0]])
14240,6,6,12,7,6,6,14,5,tensor([[0]])
14241,1,10,11,6,10,1,8,9,tensor([[0]])
14242,8,7,15,2,7,8,13,4,tensor([[0]])
14243,4,9,13,4,9,4,13,4,tensor([[0]])
14244,8,12,20,2,12,8,17,5,tensor([[0]])
14245,1,10,11,6,10,1,8,9,tensor([[0]])
14246,1,21,22,4,21,1,11,15,tensor([[0]])
14247,3,13,16,4,13,3,11,9,tensor([[0]])
14248,5,9,14,4,9,5,8,10,tensor([[0]])
14249,9,13,22,3,13,9,16,9,tensor([[0]])
14250,9,14,24,9,14,9,18,15,tensor([[1]])
14251,11,7,18,4,7,11,18,4,tensor([[0]])
14252,11,9,20,4,9,11,19,5,tensor([[0]])
14253,7,8,15,4,8,7,13,6,tensor([[0]])
14254,5,8,13,9,8,5,13,9,tensor([[0]])
14255,7,9,16,4,9,7,17,3,tensor([[0]])
14256,9,8,18,3,8,9,19,2,tensor([[0]])
14257,5,16,23,10,16,5,9,24,tensor([[0]])
14258,8,22,33,14,22,8,12,35,tensor([[0]])
14259,13,12,26,2,12,13,23,5,tensor([[0]])
14260,8,11,19,3,11,8,17,5,tensor([[0]])
14261,8,12,21,2,12,8,17,6,tensor([[0]])
14262,13,12,26,2,12,13,23,5,tensor([[0]])
14263,8,9,17,6,9,8,15,8,tensor([[0]])
14264,8,8,16,6,8,8,14,8,tensor([[0]])
14265,8,9,17,6,9,8,15,8,tensor([[0]])
14266,3,8,11,6,8,3,8,9,tensor([[0]])
14267,4,9,13,5,9,4,15,3,tensor([[0]])
14268,6,3,9,13,3,6,16,6,tensor([[0]])
14269,6,13,19,2,13,6,14,7,tensor([[0]])
14270,9,14,24,6,14,9,17,13,tensor([[0]])
14271,2,8,10,5,8,2,3,12,tensor([[0]])
14272,2,8,10,5,8,2,3,12,tensor([[0]])
14273,2,9,11,5,9,2,3,13,tensor([[0]])
14274,2,11,13,5,11,2,3,15,tensor([[0]])
14275,3,10,13,7,10,3,4,16,tensor([[0]])
14276,9,7,17,6,7,9,19,4,tensor([[0]])
14277,8,9,18,7,9,8,20,5,tensor([[0]])
14278,8,10,19,6,10,8,20,5,tensor([[0]])
14279,11,7,19,1,7,11,17,3,tensor([[0]])
14280,11,8,20,3,8,11,18,5,tensor([[0]])
14281,11,8,20,3,8,11,18,5,tensor([[0]])
14282,11,10,22,7,10,11,20,9,tensor([[0]])
14283,10,10,20,1,10,10,17,4,tensor([[0]])
14284,10,10,20,1,10,10,17,4,tensor([[0]])
14285,10,9,19,2,9,10,18,3,tensor([[0]])
14286,5,13,18,4,13,5,15,7,tensor([[0]])
14287,5,14,20,5,14,5,9,16,tensor([[0]])
14288,10,10,20,2,10,10,13,9,tensor([[0]])
14289,10,9,19,4,9,10,13,10,tensor([[0]])
14290,10,10,20,3,10,10,12,11,tensor([[0]])
14291,5,6,11,3,6,5,6,8,tensor([[0]])
14292,9,9,18,4,9,9,12,10,tensor([[0]])
14293,8,10,18,5,10,8,12,11,tensor([[0]])
14294,8,10,18,5,10,8,12,11,tensor([[0]])
14295,8,10,18,5,10,8,12,11,tensor([[0]])
14296,9,11,20,3,11,9,13,10,tensor([[0]])
14297,10,9,19,5,9,10,13,11,tensor([[0]])
14298,5,13,18,8,13,5,12,14,tensor([[0]])
14299,8,12,20,5,12,8,12,13,tensor([[0]])
14300,8,12,20,5,12,8,12,13,tensor([[0]])
14301,5,15,20,8,15,5,12,16,tensor([[0]])
14302,10,11,21,4,11,10,13,12,tensor([[0]])
14303,1,10,12,6,10,1,5,13,tensor([[0]])
14304,3,29,35,20,29,3,16,39,tensor([[0]])
14305,1,9,11,8,9,1,4,15,tensor([[0]])
14306,15,3,19,1,3,15,19,1,tensor([[0]])
14307,4,4,9,8,4,4,13,4,tensor([[0]])
14308,8,6,15,8,6,8,19,4,tensor([[0]])
14309,7,7,15,9,7,7,19,5,tensor([[1]])
14310,42,43,99,63,43,42,42,120,tensor([[0]])
14311,1,27,28,4,27,1,9,23,tensor([[0]])
14312,13,11,24,5,11,13,22,7,tensor([[0]])
14313,12,11,23,7,11,12,22,8,tensor([[0]])
14314,12,11,23,7,11,12,22,8,tensor([[0]])
14315,12,12,24,6,12,12,22,8,tensor([[0]])
14316,13,12,25,6,12,13,24,7,tensor([[0]])
14317,5,4,9,3,4,5,12,0,tensor([[0]])
14318,5,4,9,3,4,5,12,0,tensor([[0]])
14319,4,5,9,3,5,4,11,1,tensor([[0]])
14320,4,8,12,7,8,4,8,11,tensor([[0]])
14321,9,11,21,7,11,9,17,11,tensor([[0]])
14322,8,12,21,8,12,8,17,12,tensor([[0]])
14323,8,12,21,8,12,8,17,12,tensor([[0]])
14324,8,14,23,7,14,8,18,12,tensor([[0]])
14325,8,14,23,7,14,8,18,12,tensor([[0]])
14326,8,12,21,8,12,8,17,12,tensor([[0]])
14327,8,13,22,7,13,8,17,12,tensor([[0]])
14328,8,13,22,8,13,8,18,12,tensor([[1]])
14329,11,4,15,2,4,11,14,3,tensor([[1]])
14330,10,4,15,3,4,10,15,3,tensor([[0]])
14331,2,26,29,3,26,2,5,27,tensor([[0]])
14332,8,7,15,19,7,8,16,18,tensor([[0]])
14333,8,11,19,18,11,8,18,19,tensor([[0]])
14334,1,2,3,6,2,1,2,7,tensor([[0]])
14335,7,10,18,6,10,7,13,11,tensor([[0]])
14336,5,4,10,10,4,5,9,11,tensor([[0]])
14337,11,2,13,1,2,11,13,1,tensor([[0]])
14338,7,14,21,4,14,7,15,10,tensor([[0]])
14339,12,30,44,25,30,12,24,45,tensor([[0]])
14340,8,33,43,10,33,8,9,44,tensor([[0]])
14341,9,14,24,1,14,9,9,16,tensor([[0]])
14342,5,9,14,3,9,5,9,8,tensor([[0]])
14343,4,11,15,3,11,4,9,9,tensor([[0]])
14344,4,9,13,2,9,4,9,6,tensor([[0]])
14345,4,8,12,3,8,4,8,7,tensor([[0]])
14346,20,10,30,18,10,20,34,14,tensor([[0]])
14347,15,10,26,5,10,15,28,3,tensor([[0]])
14348,2,8,10,2,8,2,4,8,tensor([[0]])
14349,7,11,18,7,11,7,13,12,tensor([[0]])
14350,9,9,18,10,9,9,22,6,tensor([[0]])
14351,8,8,16,19,8,8,15,20,tensor([[0]])
14352,4,12,16,8,12,4,8,16,tensor([[0]])
14353,6,8,14,9,8,6,17,6,tensor([[0]])
14354,9,9,18,7,9,9,19,6,tensor([[0]])
14355,9,9,18,9,9,9,19,8,tensor([[0]])
14356,7,8,15,7,8,7,18,4,tensor([[0]])
14357,0,18,18,7,18,0,2,23,tensor([[0]])
14358,8,9,17,12,9,8,21,8,tensor([[0]])
14359,9,8,17,11,8,9,22,6,tensor([[0]])
14360,9,7,16,11,7,9,15,12,tensor([[0]])
14361,2,13,15,19,13,2,14,20,tensor([[0]])
14362,7,10,17,9,10,7,19,7,tensor([[0]])
14363,4,9,13,9,9,4,8,14,tensor([[0]])
14364,3,7,10,9,7,3,6,13,tensor([[0]])
14365,3,7,10,11,7,3,7,14,tensor([[0]])
14366,5,9,15,12,9,5,13,14,tensor([[0]])
14367,11,14,25,12,14,11,19,18,tensor([[0]])
14368,9,10,19,11,10,9,17,13,tensor([[0]])
14369,6,9,15,18,9,6,16,17,tensor([[0]])
14370,6,15,22,13,15,6,19,16,tensor([[0]])
14371,3,10,14,10,10,3,12,12,tensor([[0]])
14372,0,8,8,7,8,0,4,11,tensor([[0]])
14373,8,8,16,12,8,8,12,16,tensor([[0]])
14374,11,19,30,10,19,11,23,17,tensor([[0]])
14375,10,8,18,6,8,10,17,7,tensor([[0]])
14376,6,12,18,16,12,6,14,20,tensor([[0]])
14377,10,9,19,5,9,10,19,5,tensor([[0]])
14378,16,13,29,11,13,16,25,15,tensor([[0]])
14379,9,10,19,6,10,9,17,8,tensor([[0]])
14380,14,10,25,8,10,14,24,9,tensor([[0]])
14381,7,22,29,10,22,7,17,22,tensor([[0]])
14382,3,11,14,6,11,3,10,10,tensor([[0]])
14383,6,19,26,12,19,6,21,17,tensor([[0]])
14384,11,12,23,17,12,11,24,16,tensor([[0]])
14385,6,12,18,15,12,6,14,19,tensor([[0]])
14386,6,8,14,6,8,6,11,9,tensor([[0]])
14387,3,1,4,2,1,3,3,3,tensor([[0]])
14388,4,6,10,16,6,4,7,19,tensor([[0]])
14389,15,9,24,15,9,15,27,12,tensor([[0]])
14390,8,7,15,9,7,8,13,11,tensor([[0]])
14391,14,11,25,15,11,14,26,14,tensor([[0]])
14392,8,18,27,5,18,8,21,11,tensor([[0]])
14393,3,13,16,12,13,3,8,20,tensor([[0]])
14394,10,8,18,10,8,10,18,10,tensor([[0]])
14395,10,8,18,13,8,10,19,12,tensor([[0]])
14396,8,13,21,9,13,8,18,12,tensor([[0]])
14397,6,10,16,14,10,6,14,16,tensor([[0]])
14398,3,17,20,12,17,3,8,24,tensor([[0]])
14399,4,11,15,9,11,4,10,14,tensor([[0]])
14400,10,9,19,9,9,10,18,10,tensor([[0]])
14401,6,19,25,16,19,6,18,23,tensor([[0]])
14402,11,14,25,12,14,11,19,18,tensor([[0]])
